delivery_days,delay_days,is_late,payment_value,payment_installments,payment_type,total_price,freight_value,freight_ratio,customer_state,product_weight_g,product_photos_qty,product_description_lenght,product_volume,review_label
4.0,-45.0,0,45.08,4.0,1,30.299999999999997,14.780000000000001,0.48778877887788785,25,287.5,3.5,353.5,24512.0,0
24.0,4.0,1,29.1,1.0,1,15.0,14.1,0.94,18,150.0,1.0,280.0,2800.0,0
5.0,-26.0,0,416.86,8.0,1,399.0,17.86,0.04476190476190476,25,1350.0,1.0,617.0,4830.0,1
4.0,-11.0,0,95.56,4.0,1,79.9,15.66,0.19599499374217771,6,251.0,1.0,2024.0,2970.0,1
11.0,-16.0,0,106.5,1.0,1,89.9,16.6,0.1846496106785317,18,500.0,3.0,222.0,2700.0,1
7.0,-9.0,0,89.27,7.0,1,79.9,9.37,0.11727158948685855,25,700.0,4.0,337.0,6000.0,0
4.0,-10.0,0,406.16,1.0,1,395.65,10.51,0.026563882219133073,18,300.0,1.0,1267.0,2700.0,1
6.0,-12.0,0,103.69,1.0,1,84.99,18.7,0.22002588539828216,23,450.0,2.0,1127.0,1280.0,1
5.0,-8.0,0,42.86,1.0,1,29.99,12.87,0.42914304768256084,25,350.0,2.0,700.0,2560.0,1
9.0,-13.0,0,632.6,4.0,1,599.0,33.6,0.05609348914858097,25,5250.0,6.0,1811.0,38080.0,1
7.0,-19.0,0,177.02,1.0,1,159.0,18.02,0.11333333333333333,25,2850.0,2.0,264.0,15680.0,1
10.0,-11.0,0,41.95,1.0,1,30.1,11.85,0.393687707641196,25,150.0,1.0,604.0,3120.0,1
10.0,-16.0,0,43.22,1.0,0,24.99,18.23,0.7294917967186876,17,100.0,3.0,734.0,816.0,1
9.0,-15.0,0,29.69,2.0,1,12.9,16.79,1.3015503875968992,10,150.0,1.0,240.0,3240.0,1
10.0,-2.0,0,87.81,8.0,1,79.99,7.82,0.0977622202775347,25,250.0,3.0,492.0,3960.0,1
12.0,-18.0,0,45.53,1.0,1,19.9,25.63,1.2879396984924623,18,150.0,1.0,721.0,560.0,1
4.0,-11.0,0,180.56,3.0,1,128.8,51.76,0.40186335403726703,25,12150.0,1.0,513.0,112840.0,1
16.0,-6.0,0,1123.13,10.0,1,1099.99,23.14,0.021036554877771615,4,550.0,1.0,347.0,3780.0,1
5.0,-14.0,0,61.38,2.0,1,35.8,25.58,0.7145251396648045,25,250.0,1.0,116.0,4800.0,0
19.0,-7.0,0,164.94,5.0,1,108.9,56.04,0.5146005509641873,22,16100.0,2.0,482.0,100100.0,1
15.0,-8.0,0,159.12,1.0,0,119.8,39.32,0.3282136894824708,4,1500.0,2.0,340.0,19800.0,0
15.0,-6.0,0,129.27,5.0,1,78.0,51.27,0.6573076923076924,9,250.0,4.0,319.0,640.0,0
8.0,-19.0,0,152.5,4.0,1,124.9,27.6,0.2209767814251401,4,2500.0,2.0,2473.0,11352.0,1
12.0,-18.0,0,226.24,3.0,1,200.0,26.24,0.13119999999999998,8,9750.0,5.0,162.0,12600.0,1
11.0,-15.0,0,975.92,10.0,1,929.0,46.92,0.050505920344456404,25,5150.0,4.0,1514.0,20700.0,1
24.0,-11.0,0,374.03,7.0,1,326.16,47.87,0.14676845719892076,13,5300.0,3.0,1131.0,27360.0,1
9.0,-7.0,0,314.53,1.0,0,299.99,14.54,0.048468282276075865,25,394.0,2.0,476.0,2618.0,0
9.0,-24.0,0,133.38,2.0,1,115.0,18.38,0.15982608695652173,10,1113.0,1.0,469.0,5880.0,1
10.0,-22.0,0,31.09,1.0,1,15.99,15.1,0.9443402126328955,10,200.0,1.0,590.0,836.0,0
6.0,-19.0,0,45.78,1.0,1,27.49,18.29,0.6653328483084758,23,50.0,1.0,956.0,4352.0,1
5.0,-19.0,0,87.14,1.0,0,72.9,14.24,0.1953360768175583,25,1850.0,4.0,547.0,5712.0,1
18.0,-10.0,0,186.85,1.0,0,169.9,16.95,0.09976456739258387,23,900.0,1.0,517.0,9435.0,1
6.0,-17.0,0,55.29,1.0,1,42.5,12.79,0.3009411764705882,10,200.0,2.0,1270.0,1600.0,1
11.0,-16.0,0,190.87,1.0,1,174.9,15.97,0.0913093196112064,23,300.0,2.0,1460.0,3003.0,1
11.0,-15.0,0,89.5,1.0,0,74.9,14.6,0.19492656875834444,25,1567.0,1.0,2699.0,5984.0,0
10.0,-13.0,0,116.94,1.0,0,99.99,16.95,0.16951695169516953,10,4475.0,1.0,995.0,32736.0,1
5.0,-5.0,0,75.6,7.0,1,62.5,13.1,0.20959999999999998,25,1300.0,1.0,161.0,16422.0,1
11.0,-13.0,0,34.85,1.0,1,23.89,10.96,0.4587693595646714,25,100.0,4.0,1054.0,2175.0,0
18.0,-18.0,0,45.010000000000005,1.0,1,28.9,16.11,0.557439446366782,10,450.0,1.0,147.0,4800.0,0
17.0,-5.0,0,351.0,1.0,0,263.99,87.01,0.32959581802341,23,5700.0,1.0,324.0,125125.0,1
7.0,-15.0,0,20.85,1.0,1,9.0,11.85,1.3166666666666667,25,200.0,1.0,363.0,2800.0,1
8.0,-13.0,0,128.84,5.0,1,105.3,23.54,0.2235517568850902,22,1650.0,1.0,3037.0,7840.0,1
11.0,3.0,1,193.84,5.0,1,149.0,44.84,0.3009395973154363,25,6350.0,1.0,627.0,27000.0,0
2.0,-25.0,0,88.31,8.0,1,79.99,8.32,0.10401300162520316,25,3367.0,1.0,212.0,51456.0,1
5.0,-23.0,0,86.73,1.0,1,69.0,17.73,0.2569565217391304,18,1500.0,3.0,251.0,34800.0,1
5.0,-11.0,0,114.85,5.0,1,105.0,9.85,0.0938095238095238,25,1000.0,2.0,3006.0,7632.0,0
10.0,2.0,1,14.29,1.0,0,6.9,7.39,1.0710144927536231,25,300.0,2.0,766.0,2560.0,1
14.0,-8.0,0,55.0,1.0,1,39.9,15.1,0.37844611528822053,10,450.0,1.0,544.0,8000.0,1
6.0,-21.0,0,128.73,10.0,1,109.0,19.73,0.18100917431192662,25,950.0,4.0,1793.0,28000.0,1
12.0,-6.0,0,195.69,10.0,1,169.99,25.7,0.15118536384493203,25,12275.0,1.0,1187.0,82080.0,1
7.0,-15.0,0,87.22,1.0,1,69.99,17.23,0.24617802543220463,10,1000.0,1.0,892.0,15750.0,0
7.0,-35.0,0,48.69,1.0,0,31.9,16.79,0.5263322884012539,7,250.0,2.0,1078.0,2378.0,1
26.0,7.0,1,79.72,1.0,0,65.9,13.82,0.20971168437025794,25,675.0,1.0,556.0,25200.0,0
3.0,-6.0,0,236.86,6.0,1,219.8,17.06,0.0776160145586897,25,400.0,1.0,590.0,5832.0,1
32.0,5.0,1,137.4,1.0,0,109.9,27.5,0.25022747952684254,4,1350.0,2.0,1065.0,11352.0,0
15.0,-16.0,0,44.35,1.0,1,24.5,19.85,0.8102040816326531,10,260.0,2.0,1290.0,2772.0,0
3.0,-15.0,0,49.36,1.0,1,35.99,13.37,0.3714920811336482,25,1800.0,1.0,2160.0,8000.0,0
19.0,-11.0,0,35.69,1.0,0,18.9,16.79,0.8883597883597883,10,125.0,1.0,86.0,1728.0,1
19.0,-29.0,0,194.47,1.0,0,139.96,54.51,0.38946841954844236,5,8633.0,1.0,1112.0,115584.0,0
10.0,-15.0,0,79.9,3.0,1,61.9,18.0,0.29079159935379645,7,700.0,2.0,241.0,32200.0,1
28.0,1.0,1,607.57,9.0,1,380.0,227.57,0.5988684210526316,9,20850.0,2.0,793.0,55000.0,1
7.0,-7.0,0,90.34,1.0,1,72.9,17.44,0.2392318244170096,25,100.0,2.0,245.0,1408.0,1
14.0,-17.0,0,100.92,1.0,0,40.0,60.92,1.5230000000000001,22,150.0,1.0,300.0,760.0,1
10.0,-11.0,0,187.43,4.0,1,169.0,18.43,0.10905325443786983,22,9850.0,3.0,301.0,34200.0,1
11.0,-15.0,0,35.09,3.0,1,19.99,15.1,0.7553776888444222,10,90.0,2.0,1311.0,1045.0,1
2.0,-7.0,0,36.59,1.0,1,28.3,8.29,0.29293286219081266,25,375.0,1.0,1177.0,4140.0,1
8.0,-11.0,0,74.05,1.0,1,59.9,14.15,0.2362270450751252,10,4100.0,4.0,598.0,14952.0,1
26.0,4.0,1,1048.64,2.0,1,1017.0,31.64,0.03111111111111111,25,2700.0,2.5,1010.0,12662.0,1
6.0,-20.0,0,160.37,3.0,1,139.9,20.47,0.14631879914224444,25,2083.0,1.0,3703.0,13524.0,1
11.0,-10.0,0,99.33,4.0,1,83.99,15.34,0.182640790570306,10,1100.0,1.0,441.0,2560.0,1
5.0,-12.0,0,181.84,3.0,1,168.0,13.84,0.08238095238095237,25,335.0,1.0,640.0,2992.0,1
8.0,-35.0,0,218.47,1.0,0,199.0,19.47,0.0978391959798995,25,3500.0,3.0,3696.0,5712.0,1
6.0,-24.0,0,417.0,8.0,1,399.0,18.0,0.045112781954887216,25,750.0,4.0,1114.0,2080.0,1
10.0,-17.0,0,24.1,1.0,0,9.0,15.1,1.6777777777777778,10,150.0,1.0,429.0,2800.0,1
12.0,-19.0,0,118.93,3.0,1,99.99,18.94,0.18941894189418945,4,4475.0,1.0,995.0,32736.0,1
24.0,0.0,0,104.87,5.0,1,88.0,16.87,0.19170454545454546,22,1813.0,1.0,279.0,37788.0,1
9.0,-19.0,0,95.3,4.0,1,79.99,15.31,0.19139892486560822,10,750.0,2.0,631.0,5250.0,1
9.0,-13.0,0,124.5,1.0,1,110.0,14.5,0.1318181818181818,25,8050.0,2.0,224.0,56250.0,1
13.0,-17.0,0,109.16,4.0,1,87.67,21.49,0.2451237595528687,19,350.0,4.0,1159.0,2464.0,1
8.0,-19.0,0,57.75,3.0,1,45.9,11.85,0.2581699346405229,25,600.0,1.0,473.0,1800.0,0
9.0,-15.0,0,170.84,5.0,1,155.0,15.84,0.10219354838709677,10,350.0,3.0,594.0,4617.0,1
16.0,-7.0,0,243.69,1.0,0,207.0,36.69,0.1772463768115942,22,1100.0,1.0,362.0,13013.0,0
29.0,-8.0,0,44.69,2.0,1,27.9,16.79,0.6017921146953406,17,200.0,2.0,1078.0,2340.0,1
14.0,-9.0,0,120.09,1.0,0,99.9,20.19,0.2021021021021021,25,2550.0,1.0,864.0,10416.0,0
2.0,-14.0,0,23.78,2.0,1,16.0,7.78,0.48625,25,200.0,2.0,247.0,5000.0,1
8.0,-14.0,0,34.01,3.0,1,17.9,16.11,0.9,17,400.0,1.0,1461.0,8400.0,1
31.0,-23.0,0,217.3,3.0,1,199.99,17.31,0.08655432771638581,10,1836.0,3.0,260.0,18480.0,1
7.0,-17.0,0,85.73,1.0,1,69.0,16.73,0.24246376811594203,10,1850.0,1.0,594.0,19872.0,1
6.0,-19.0,0,74.65,1.0,1,57.99,16.66,0.2872909122262459,18,1000.0,1.0,880.0,15750.0,1
17.0,-11.0,0,67.39,2.0,1,58.67,8.72,0.14862791886824614,25,400.0,2.0,352.0,6050.0,1
9.0,-20.0,0,71.14,3.0,1,56.99,14.15,0.2482891735392174,6,350.0,3.0,435.0,5625.0,0
4.0,-8.0,0,58.52,1.0,1,49.8,8.72,0.17510040160642573,25,280.0,1.0,452.0,2500.0,1
21.0,2.0,1,117.24,3.0,1,69.98,47.260000000000005,0.6753358102314947,25,15037.5,1.0,262.0,62224.0,0
9.0,-10.0,0,96.94,4.0,1,69.9,27.04,0.38683834048640914,25,6600.0,1.0,3217.0,70875.0,1
4.0,-14.0,0,316.4,8.0,1,298.0,18.4,0.06174496644295301,18,2300.0,1.0,597.0,5280.0,1
7.0,-14.0,0,102.18,2.0,1,76.8,25.38,0.33046875,25,850.0,1.0,829.0,10000.0,1
5.0,-7.0,0,93.73,8.0,1,75.99,17.74,0.23345176996973285,25,2584.0,1.0,248.0,56644.0,1
6.0,-14.0,0,136.93,1.0,1,119.9,17.03,0.1420350291909925,25,850.0,10.0,867.0,13200.0,1
5.0,-6.0,0,159.68,6.0,1,146.0,13.68,0.0936986301369863,25,310.0,1.0,638.0,1920.0,1
6.0,-17.0,0,196.92,4.0,1,179.9,17.02,0.09460811561978877,10,850.0,2.0,413.0,5616.0,1
7.0,-9.0,0,203.23,1.0,0,185.0,18.23,0.09854054054054054,10,125.0,1.0,551.0,1428.0,1
6.0,-16.0,0,102.88,3.0,1,70.0,32.88,0.46971428571428575,18,850.0,1.0,829.0,10000.0,1
6.0,-18.0,0,46.01,3.0,1,32.64,13.37,0.4096200980392157,25,1600.0,1.0,703.0,49500.0,1
6.0,-11.0,0,121.97,1.0,1,110.0,11.97,0.10881818181818183,25,1938.0,1.0,250.0,21648.0,1
9.0,-12.0,0,149.73,2.0,1,140.0,9.73,0.0695,25,175.0,4.0,871.0,8000.0,1
3.0,-14.0,0,51.24,5.0,1,41.9,9.34,0.22291169451073986,25,700.0,3.0,365.0,18576.0,1
10.0,-16.0,0,383.72,3.0,1,359.9,23.82,0.06618505140316755,7,2750.0,6.0,447.0,25600.0,1
8.0,-19.0,0,126.8,1.0,0,110.89,15.91,0.14347551627739202,17,317.0,1.0,527.0,4845.0,1
7.0,-14.0,0,93.91,2.0,1,79.99,13.92,0.1740217527190899,25,250.0,3.0,492.0,3960.0,0
30.0,11.0,1,567.6,3.0,1,549.0,18.6,0.03387978142076503,18,573.0,3.0,818.0,4301.0,0
4.0,-4.0,0,20.89,1.0,1,13.5,7.39,0.5474074074074073,25,113.0,1.0,660.0,792.0,0
2.0,-16.0,0,57.72,1.0,1,49.0,8.72,0.1779591836734694,25,500.0,2.0,329.0,9000.0,1
2.0,-11.0,0,17.78,1.0,1,10.0,7.78,0.778,25,364.0,1.0,175.0,3528.0,1
17.0,-7.0,0,31.43,1.0,1,18.95,12.48,0.6585751978891821,17,400.0,1.0,203.0,2240.0,1
19.0,-17.0,0,61.88,2.0,1,34.99,26.89,0.7685052872249214,15,300.0,2.0,153.0,1600.0,1
11.0,-9.0,0,99.95,1.0,3,79.9,20.05,0.2509386733416771,18,1150.0,6.0,415.0,21875.0,1
4.0,-5.0,0,30.42,1.0,1,21.52,8.9,0.41356877323420077,25,750.0,1.0,305.0,8000.0,1
20.0,-5.0,0,34.13,3.0,1,15.9,18.23,1.1465408805031447,11,250.0,1.0,114.0,4800.0,0
11.0,-14.0,0,116.94,4.0,1,99.0,17.94,0.1812121212121212,18,5300.0,2.0,693.0,31500.0,1
9.0,-11.0,0,56.34,1.0,1,44.49,11.85,0.2663519892110586,25,1800.0,2.0,537.0,5780.0,1
2.0,-14.0,0,67.88,5.0,1,59.0,8.88,0.1505084745762712,25,1275.0,1.0,969.0,9261.0,1
7.0,-25.0,0,183.74,4.0,1,159.9,23.84,0.1490931832395247,25,6011.0,4.0,2598.0,56000.0,1
3.0,-3.0,0,101.64,2.0,1,89.99,11.65,0.12945882875875098,25,1500.0,3.0,1342.0,15750.0,1
18.0,-14.0,0,124.71,1.0,1,105.0,19.71,0.18771428571428572,13,4800.0,2.0,1274.0,29000.0,1
7.0,-13.0,0,81.89,4.0,1,69.9,11.99,0.1715307582260372,25,800.0,1.0,535.0,23625.0,1
11.0,-15.0,0,68.02,6.0,1,52.9,15.12,0.2858223062381853,22,350.0,5.0,1245.0,3344.0,0
13.0,-13.0,0,173.04,1.0,0,134.97,38.07,0.28206268059568795,25,725.0,3.0,1160.0,3094.0,1
23.0,-3.0,0,110.89,4.0,1,69.9,40.99,0.5864091559370529,22,1300.0,4.0,200.0,12288.0,0
13.0,-22.0,0,177.0,10.0,1,131.6,45.41,0.34506079027355624,25,850.0,1.0,544.25,2985.0,0
10.0,-8.0,0,99.24,9.0,1,84.9,14.34,0.16890459363957597,25,250.0,2.0,1038.0,4500.0,0
5.0,-12.0,0,16.09,1.0,0,8.7,7.39,0.8494252873563218,25,100.0,1.0,284.0,1056.0,1
4.0,-9.0,0,117.23,1.0,0,105.0,12.23,0.11647619047619048,10,1250.0,2.0,747.0,24000.0,1
1.0,-1.0,0,104.93,1.0,0,96.99,7.94,0.08186410970203115,25,100.0,1.0,1424.0,2340.0,1
24.0,6.0,1,69.14,1.0,1,55.0,14.14,0.2570909090909091,18,500.0,1.0,679.0,13200.0,1
11.0,-11.0,0,194.39,1.0,0,163.75,30.64,0.1871145038167939,18,5850.0,1.0,370.0,18750.0,0
13.0,-31.0,0,36.04,1.0,0,19.99,16.05,0.8029014507253628,18,600.0,4.0,1220.0,8008.0,1
16.0,-12.0,0,86.0,1.0,0,55.8,30.2,0.5412186379928315,10,100.0,3.0,237.0,2304.0,1
18.0,-14.0,0,64.9,1.0,1,40.0,24.9,0.6224999999999999,8,1100.0,2.0,701.0,7200.0,1
5.0,-22.0,0,100.75,3.0,1,80.99,19.76,0.24398073836276088,17,750.0,5.0,1033.0,1760.0,1
36.0,15.0,1,380.74,8.0,1,329.9,50.84,0.15410730524401337,18,17200.0,1.0,1275.0,37888.0,0
5.0,-19.0,0,65.71,2.0,1,56.99,8.72,0.15300929987717143,25,250.0,2.0,1536.0,3360.0,1
32.0,6.0,1,1775.26,10.0,1,1749.99,25.27,0.014440082514757226,25,1600.0,1.0,491.0,5625.0,0
16.0,-1.0,0,59.78,1.0,1,46.99,12.79,0.2721855713981698,10,500.0,2.0,938.0,3300.0,1
6.0,-14.0,0,169.09,7.0,1,149.96,19.13,0.1275673512936783,25,3250.0,9.0,157.0,15375.0,1
27.0,-1.0,0,206.84,2.0,1,149.9,56.94,0.37985323549032685,22,533.0,1.0,894.0,4840.0,1
10.0,-21.0,0,83.23,3.0,1,62.0,21.23,0.34241935483870967,10,350.0,2.0,329.0,4845.0,1
4.0,-20.0,0,108.29,1.0,1,84.9,23.39,0.27550058892815077,18,1550.0,1.0,312.0,20944.0,0
32.0,0.0,0,27.69,1.0,1,10.9,16.79,1.5403669724770641,10,900.0,1.0,965.0,352.0,0
11.0,-18.0,0,507.17,4.0,1,489.0,18.17,0.03715746421267894,17,600.0,1.0,1034.0,6000.0,1
12.0,-8.0,0,133.24,1.0,0,119.8,13.44,0.11218697829716194,25,1750.0,2.0,341.0,32560.0,1
16.0,-11.0,0,44.69,1.0,1,27.9,16.79,0.6017921146953406,17,550.0,2.0,351.0,2176.0,1
5.0,-1.0,0,102.78,8.0,1,68.0,34.78,0.5114705882352941,17,650.0,2.0,2037.0,8349.0,1
6.0,-16.0,0,243.28,4.0,1,225.0,18.28,0.08124444444444445,25,2900.0,4.0,162.0,12600.0,1
13.0,-9.0,0,115.94,3.0,1,98.0,17.94,0.18306122448979592,8,925.0,3.0,494.0,2400.0,1
27.0,-28.0,0,181.82,8.0,1,159.9,21.92,0.13708567854909318,19,300.0,1.0,438.0,4096.0,0
7.0,-21.0,0,235.74,3.0,1,209.0,26.74,0.1279425837320574,17,200.0,3.0,957.0,1728.0,1
9.0,-14.0,0,146.5,1.0,1,107.8,38.7,0.35899814471243047,22,1250.0,1.0,679.0,7106.0,1
24.0,-20.0,0,127.9,6.0,1,79.9,48.0,0.6007509386733416,20,5550.0,1.0,1109.0,33048.0,1
12.0,-13.0,0,58.46,1.0,2,39.0,19.46,0.498974358974359,17,700.0,1.0,1036.0,15750.0,0
9.0,-36.0,0,227.89999999999998,1.0,3,209.9,18.0,0.0857551214864221,25,13200.0,2.0,2030.0,84018.0,1
11.0,-10.0,0,313.54,15.0,1,269.9,43.64,0.16168951463505005,17,5700.0,4.0,2064.0,34000.0,1
16.0,-11.0,0,106.43,1.0,1,85.0,21.43,0.2521176470588235,6,3100.0,1.0,851.0,32760.0,1
19.0,-14.0,0,155.84,8.0,1,129.9,25.94,0.19969207082371054,14,400.0,1.0,1053.0,1100.0,1
11.0,-23.0,0,51.37,5.0,1,25.99,25.38,0.9765294343978453,0,150.0,2.0,266.0,1152.0,1
12.0,-15.0,0,73.34,1.0,0,59.9,13.44,0.22437395659432388,25,1500.0,2.0,340.0,19800.0,1
22.0,-12.0,0,167.55,3.0,1,129.95,37.6,0.28934205463639867,5,13550.0,4.0,907.0,59488.0,1
11.0,2.0,1,49.13,4.0,1,35.0,14.13,0.40371428571428575,25,1867.0,8.0,787.0,7776.0,0
19.0,-4.0,0,46.64,1.0,0,34.9,11.74,0.3363896848137536,25,750.0,1.0,207.0,22000.0,1
8.0,-14.0,0,42.46,1.0,0,26.9,15.56,0.5784386617100372,10,950.0,3.0,954.0,2852.0,1
17.0,-19.0,0,92.16,3.0,1,74.9,17.26,0.23044058744993326,17,1400.0,4.0,404.0,8712.0,1
17.0,-12.0,0,72.3,1.0,0,42.1,30.2,0.7173396674584323,8,260.0,2.0,1290.0,2772.0,1
3.0,-12.0,0,289.57,8.0,1,265.0,24.57,0.09271698113207548,25,11600.0,1.0,582.0,58045.0,1
6.0,-41.0,0,295.99,3.0,1,269.0,26.99,0.10033457249070632,23,2450.0,1.0,1513.0,78750.0,1
11.0,-21.0,0,86.86,6.0,1,66.0,20.86,0.31606060606060604,15,1000.0,2.0,45.0,104652.0,0
9.0,-27.0,0,192.12,10.0,1,135.28,56.84,0.4201655824955648,22,700.0,1.0,778.0,5616.0,0
11.0,-16.0,0,232.43,1.0,0,212.4,20.03,0.09430320150659134,10,650.0,4.0,1304.0,2208.0,1
3.0,-13.0,0,324.06,5.0,1,304.3,19.76,0.06493591850147881,25,500.0,1.0,441.0,2760.0,1
8.0,-12.0,0,149.56,2.0,1,133.0,16.56,0.12451127819548871,25,584.0,3.0,523.0,2288.0,1
9.0,-12.0,0,65.0,1.0,0,34.8,30.2,0.8678160919540231,25,200.0,4.5,389.5,1232.0,1
7.0,-14.0,0,159.4,1.0,0,127.0,32.4,0.25511811023622044,25,1250.0,1.0,43.0,2880.0,1
9.0,-20.0,0,97.03,1.0,1,79.9,17.13,0.21439299123904879,22,900.0,6.0,415.0,8448.0,1
3.0,-12.0,0,71.82,2.0,1,59.9,11.92,0.1989983305509182,25,350.0,1.0,737.0,8000.0,1
34.0,4.0,1,64.14,2.0,1,29.99,34.15,1.138712904301434,1,100.0,1.0,428.0,627.0,0
12.0,-14.0,0,57.09,2.0,1,42.99,14.1,0.3279832519190509,18,50.0,1.0,155.0,1920.0,0
6.0,-16.0,0,174.75,3.0,1,159.9,14.85,0.09287054409005628,22,1600.0,4.0,1246.0,36480.0,1
6.0,-35.0,0,148.69,1.0,0,129.9,18.79,0.14464973056197072,18,100.0,4.0,406.0,880.0,0
22.0,-7.0,0,137.99,1.0,1,119.9,18.09,0.15087572977481234,11,1800.0,1.0,189.0,4692.0,1
5.0,-9.0,0,53.83,1.0,1,35.9,17.93,0.49944289693593313,25,1614.0,1.0,394.0,13888.0,1
6.0,-15.0,0,107.27000000000001,1.0,3,89.9,17.37,0.1932146829810901,25,1138.0,1.0,514.0,23520.0,1
25.0,4.0,1,67.5,1.0,1,49.9,17.6,0.3527054108216433,18,1500.0,2.0,340.0,19800.0,0
6.0,-11.0,0,123.53999999999999,1.0,1,105.0,18.54,0.17657142857142857,25,1250.0,2.0,747.0,24000.0,1
25.0,-23.0,0,138.75,3.0,1,100.0,38.75,0.3875,15,521.0,1.0,419.0,11286.0,1
21.0,-15.0,0,60.57,1.0,1,24.9,35.67,1.4325301204819278,9,1000.0,2.0,297.0,10000.0,1
4.0,0.0,0,42.86,2.0,1,29.99,12.87,0.42914304768256084,25,300.0,1.0,916.0,3150.0,1
10.0,-11.0,0,104.8,1.0,0,87.99,16.81,0.19104443686782588,10,950.0,6.0,1961.0,5250.0,1
12.0,-14.0,0,104.28,3.0,1,89.9,14.38,0.1599555061179088,18,200.0,4.0,547.0,3072.0,1
9.0,-13.0,0,31.13,1.0,1,12.9,18.23,1.4131782945736433,7,175.0,1.0,401.0,4862.0,1
14.0,-8.0,0,113.68,1.0,1,89.9,23.78,0.2645161290322581,4,1050.0,1.0,255.0,23625.0,1
20.0,-21.0,0,161.7,3.0,1,161.7,0.0,0.0,18,1550.0,2.0,348.0,19800.0,0
8.0,-7.0,0,20.55,1.0,0,12.77,7.78,0.6092404072043853,25,163.0,1.0,176.0,2431.0,0
11.0,-21.0,0,24.69,1.0,1,7.9,16.79,2.1253164556962023,10,200.0,1.0,108.0,1232.0,1
6.0,-13.0,0,28.62,1.0,1,19.9,8.72,0.43819095477386943,25,300.0,1.0,348.0,6080.0,1
2.0,-14.0,0,111.88,3.0,1,92.8,19.08,0.20560344827586205,18,180.0,1.0,365.0,2288.0,1
8.0,-25.0,0,158.47,3.0,1,126.48,32.0,0.2530044275774826,25,950.0,1.0,1148.0,7040.0,0
17.0,-8.0,0,29.63,1.0,0,13.98,15.65,1.1194563662374821,6,275.0,2.0,285.0,864.0,0
13.0,-7.0,0,218.27,8.0,1,199.0,19.27,0.09683417085427136,17,4050.0,1.0,253.0,13800.0,1
3.0,-15.0,0,208.64,3.0,1,199.99,8.65,0.043252162608130404,25,300.0,1.0,1852.0,1760.0,1
1.0,-9.0,0,31.91,3.0,1,23.8,8.11,0.34075630252100836,10,283.0,1.0,618.0,11040.0,1
18.0,-20.0,0,106.29,2.0,1,89.9,16.39,0.18231368186874305,18,5200.0,9.0,418.0,28830.0,0
13.0,-26.0,0,319.51,6.0,1,294.9,24.61,0.08345201763309597,8,2000.0,2.0,402.0,14208.0,1
8.0,-6.0,0,192.37,1.0,0,156.25,36.12,0.23116799999999998,25,800.0,1.0,1005.75,3875.0,0
10.0,-13.0,0,181.51,10.0,1,159.9,21.61,0.13514696685428393,22,10800.0,2.0,2400.0,52488.0,1
19.0,-14.0,0,118.68,1.0,0,105.6,13.08,0.12386363636363637,25,750.0,2.0,444.0,12800.0,1
7.0,-13.0,0,121.64,2.0,1,94.9,26.74,0.2817702845100105,10,2100.0,6.0,1117.0,10816.0,0
8.0,-23.0,0,157.98,2.0,1,134.99,22.99,0.1703089117712423,25,1550.0,5.0,1735.0,16000.0,1
11.0,-10.0,0,116.44,9.0,1,82.5,33.94,0.41139393939393937,18,4000.0,2.0,3771.0,13248.0,1
5.0,-5.0,0,76.01,1.0,1,62.0,14.01,0.22596774193548386,25,450.0,2.0,722.0,18000.0,1
10.0,-10.0,0,115.42,3.0,1,97.49,17.93,0.1839162991076008,10,1383.0,1.0,1572.0,22680.0,1
2.0,-11.0,0,18.38,1.0,1,9.99,7.78,0.7787787787787788,25,100.0,1.0,1320.0,1344.0,1
9.0,-18.0,0,89.91,1.0,1,81.99,7.92,0.09659714599341383,25,207.0,1.0,321.0,2652.0,1
6.0,0.0,0,18.89,1.0,1,10.6,8.29,0.7820754716981132,25,400.0,1.0,381.0,6240.0,1
9.0,-13.0,0,156.64,1.0,1,139.9,16.74,0.11965689778413151,18,10225.0,3.0,1194.0,2299.0,1
7.0,-25.0,0,28.78,1.0,1,18.25,10.53,0.576986301369863,25,1100.0,1.0,518.0,20000.0,1
7.0,-23.0,0,54.09,1.0,0,39.99,14.1,0.35258814703675917,25,150.0,1.0,309.0,1280.0,0
2.0,-11.0,0,154.21,2.0,1,145.0,9.21,0.06351724137931035,25,500.0,1.0,226.0,2760.0,1
27.0,-6.0,0,285.54,2.0,1,249.99,35.55,0.14220568822752908,1,1000.0,1.0,393.0,2880.0,0
26.0,3.0,1,62.93,1.0,1,47.7,15.23,0.31928721174004193,18,400.0,4.0,1300.0,1232.0,0
11.0,-25.0,0,237.55,1.0,0,149.0,88.55,0.5942953020134228,12,6550.0,1.0,597.0,27000.0,1
5.0,-3.0,0,48.28,1.0,0,29.97,18.31,0.6109442776109443,25,500.0,1.0,752.0,19200.0,1
24.0,-22.0,0,230.75,2.0,1,185.0,45.75,0.2472972972972973,18,10750.0,3.0,344.0,64449.0,1
10.0,-8.0,0,53.79,4.0,1,34.9,18.89,0.5412607449856733,18,350.0,3.0,434.0,8000.0,1
34.0,11.0,1,167.92,1.0,1,149.0,18.92,0.12697986577181208,7,300.0,4.0,458.0,1280.0,0
6.0,-21.0,0,25.39,1.0,1,18.0,7.39,0.41055555555555556,25,100.0,1.0,303.0,6160.0,1
